
YOUTUBE油管新聞|,#genre#
USUFCPass,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1170.ts
USBoxingppv,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1252.ts
USWWENetwork,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1169.ts
USNFLSundayTicket1,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1692.ts
USNFLSundayTicket2,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1693.ts
USNFLSundayTicket3,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1694.ts
USNFLSundayTicket4,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1695.ts
USNFLSundayTicket5,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1696.ts
USNFLSundayTicket6,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1697.ts
USNFLSundayTicket7,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1698.ts
USNFLSundayTicket8,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1699.ts
USNFLSundayTicket9,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1700.ts
USNFLSundayTicket10,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1701.ts
USNFLSundayTicket11,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1702.ts
USNFLSundayTicket12,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1703.ts
USTNT,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1220.ts
NBALeaguePass1,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/65077.ts
NBALeaguePass2,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/65078.ts
NBALeaguePass3,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/65079.ts
NBALeaguePass4,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/65080.ts
NBALeaguePass5,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/65081.ts
NBALeaguePass6,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/65082.ts
NBALeaguePass7,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/65083.ts
NBALeaguePass8,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/65084.ts
NBALeaguePass9,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/65085.ts
NBALeaguePass10,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/65086.ts
NHLCentreIce1,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/65092.ts
NHLCentreIce2,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/65093.ts
NHLCentreIce3,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/65094.ts
NHLCentreIce4,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/65095.ts
NHLCentreIce5,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/65096.ts
NHLCentreIce6,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/65097.ts
NHLCentreIce7,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/65098.ts
NHLCentreIce8,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/65099.ts
NHLCentreIce9,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/65100.ts
NHLCentreIce10,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/65101.ts
NHLCentreIce11,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/65102.ts
NHLCentreIce12,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/65103.ts
NHLCentreIce13,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/65104.ts
NHLCentreIce14,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/65105.ts
CATSN1,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1395.ts
CATSN2,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1396.ts
CATSN3,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1397.ts
CATSN4,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1398.ts
CATSN5,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1399.ts
CASportsnet1,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1443.ts
CASportsnet360,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1444.ts
CASportsnetO,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1445.ts
CASportsnetP,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1446.ts
CASportsnetW,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1447.ts
CASportsnetWorld,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1457.ts
CAFightNetwork,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1317.ts
CABeinsport,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1466.ts
NFLNetwork,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1441.ts
CAGolfChannel,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1421.ts
CANBA,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1410.ts
CARDS,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1475.ts
CARDS2,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1339.ts
CATVASport1,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1471.ts
CATVASport2,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1478.ts
UKSkySportsMainEvent,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1558.ts
UKSkySportsCricket,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1559.ts
UKSkySportsAction,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1560.ts
UKSkySportsGolf,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1561.ts
UKSkySportsPremierLeague,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1562.ts
UKSkySportsFootball,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1568.ts
UKSkySportsArena,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1566.ts
UKSkySportsF1,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1563.ts
UKSkySportsMix,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1565.ts
UKSkySportsNews,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1564.ts
UKSkySportsRacing,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1567.ts
UKTNTSports1,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1554.ts
UKTNTSports2,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1555.ts
UKTNTSports3,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1556.ts
UKEuroSport1,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1512.ts
UKEuroSport2,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/1511.ts

🐬台湾TW,#genre#
民视(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/156.ts
中视(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/159.ts
华视(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/158.ts
台视(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/157.ts
公视(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/160.ts
中天综合台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/175.ts
中天娱乐台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/176.ts
中天亚洲台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/177.ts
东森综合台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/178.ts
东森电影台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/179.ts
东森戏剧台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/180.ts
东森洋片台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/181.ts
TVBS综合(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/182.ts
TVBS欢乐台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/183.ts
TVBS精采台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/184.ts
TVBS台剧台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/186.ts
TVBS综艺台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/185.ts
三立综合台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/187.ts
三立台湾台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/188.ts
三立戏剧台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/190.ts
三立都会台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/189.ts
中视经典台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/196.ts
中视菁采台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/197.ts
民视台湾台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/192.ts
民视影剧台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/194.ts
民视旅游台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/195.ts
民视第一台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/191.ts
民视综艺台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/193.ts
台视综合台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/198.ts
公视3(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/200.ts
公视台语台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/199.ts
公视戏剧(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/201.ts
HBO(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/202.ts
HBOFamily(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/204.ts
HBOHits(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/205.ts
HBOSignature(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/203.ts
HBOLOGO(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/206.ts
CINEMAX(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/207.ts
美亚电影台湾台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/208.ts
好莱坞电影台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/210.ts
壹电影(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/222.ts
龙祥时代电影(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/209.ts
私人影院(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/225.ts
影迷数位纪实台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/214.ts
影迷数字电影台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/218.ts
我的欧洲电影MyCinemaEurope(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/220.ts
华纳电影台WarnerTV(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/221.ts
AMC最爱电影(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/219.ts
AXN(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/211.ts
CATCHPLAY电影台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/216.ts
CI罪案侦查频道(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/213.ts
CinemaWorld(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/215.ts
CNEX视纳华仁纪实频道(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/217.ts
HITS频道(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/212.ts
Lifetime娱乐频道(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/223.ts
tvN(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/224.ts
纬来综合台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/229.ts
纬来戏剧台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/230.ts
纬来日本台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/227.ts
纬来电影台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/231.ts
纬来精彩台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/232.ts
纬来育乐台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/228.ts
龙华偶像台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/236.ts
龙华卡通台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/239.ts
龙华戏剧台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/235.ts
龙华日韩台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/234.ts
龙华洋片台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/238.ts
龙华电影台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/233.ts
龙华经典台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/237.ts
八大综合台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/241.ts
八大娱乐台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/245.ts
八大戏剧台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/242.ts
八大第一台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/244.ts
八大精彩台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/240.ts
八大综艺台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/243.ts
ELTA爱尔达娱乐台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/252.ts
ELTA爱尔达影剧台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/248.ts
ELTA爱尔达日韩台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/250.ts
ELTA爱尔达生活旅游台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/251.ts
ELTA爱尔达综合台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/249.ts
靖天综合台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/279.ts
靖天卡通台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/277.ts
靖天戏剧台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/275.ts
靖天日本台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/280.ts
靖天映画台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/281.ts
靖天欢乐台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/284.ts
靖天电影台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/282.ts
靖天育乐台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/283.ts
靖天资讯台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/285.ts
靖洋戏剧台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/276.ts
靖洋卡通NiceBingo,http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/278.ts
KLT-靖天国际(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/286.ts
探索频道DiscoveryChannel(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/287.ts
探索亚洲DiscoveryAsia(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/288.ts
探索动力DiscoveryDMAX(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/290.ts
探索科学DiscoveryScience(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/289.ts
历史频道2HISTORY2(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/293.ts
历史频道History(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/292.ts
国家地理NationalGeographic(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/294.ts
动物星球(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/295.ts
亚洲美食频道AsianFoodNetwork(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/300.ts
DiscoveryEVE(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/291.ts
Smart知识台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/331.ts
TLC旅游台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/298.ts
LoveNature(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/296.ts
BBCEarth(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/304.ts
BBCLifestyle(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/305.ts
Asia亚洲旅游台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/297.ts
TravelChannel旅游台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/299.ts
居家乐活频道HGTV(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/303.ts
美食星球(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/301.ts
幸福空间居家台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/347.ts
东森幼幼台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/308.ts
卡通频道CN(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/314.ts
卡通台Cartoonito(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/318.ts
达文西频道DaVinCi(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/316.ts
梦工厂动画Dreamworks(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/317.ts
尼克儿童频道Nickelodeon(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/312.ts
MOMO亲子台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/313.ts
Animax卡通(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/310.ts
BBCCbeebies(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/319.ts
BabyTV(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/320.ts
Boomerang(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/309.ts
NickJr.儿童频道(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/311.ts
爱放动漫台I-Fun(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/315.ts
经典卡通台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/360.ts
高点综合台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/324.ts
JET综合台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/322.ts
MOMO综合台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/321.ts
ETtoday综合台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/367.ts
EYE戏剧台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/307.ts
EYE旅游台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/306.ts
ROCKAction(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/328.ts
ROCKEntertainment(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/327.ts
ROCKExtreme(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/329.ts
Z频道(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/339.ts
东风卫视(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/340.ts
彩昌影剧(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/355.ts
经典电影台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/359.ts
华艺中文台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/345.ts
台湾戏剧台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/325.ts
无线卫星亚洲台TVBSAsia(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/332.ts
INULTRA(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/363.ts
FashionTV(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/341.ts
Fun探索娱乐台(TW),http://iptvpro.pw:35451/live/%E5%8A%A0QQ%E7%BE%A41067462089/344dtg465/356.ts
